# timestamp(s) tx ty tz qx qy qz qw Pr11 Pr12 Pr13 Pr22 Pr23 Pr33 Pt11 Pt12 Pt13 Pt22 Pt23 Pt33
1559193351.48029 178.616105 -626.891151 -6.084951 0.022452 -0.002010 -0.610811 0.791456 0.0000037891 -0.0000004297 -0.0000102152 0.0000042768 0.0000152082 0.0004152482 159.4350504152 45.3412930839 0.1034314213 13.5480772028 -0.0377639624 1.5903929047
1559193351.58048 178.801215 -627.633357 -6.057546 0.023212 -0.000668 -0.611456 0.790938 0.0000038487 -0.0000004648 -0.0000114687 0.0000042506 0.0000150537 0.0004152344 159.8129049589 45.4386022396 0.1038719336 13.5730822199 -0.0385596724 1.5902981891
1559193351.68088 178.980010 -628.366029 -6.200898 0.022473 -0.001913 -0.612281 0.790318 0.0000037754 -0.0000004192 -0.0000102883 0.0000042485 0.0000153203 0.0004153203 160.1855829637 45.5376886900 0.1042204516 13.5996748058 -0.0390510432 1.5895331267
1559193351.78081 179.161557 -629.044164 -6.233564 0.022093 -0.002838 -0.613525 0.789361 0.0000037363 -0.0000003901 -0.0000094865 0.0000042521 0.0000154425 0.0004153790 160.5538253939 45.6359653971 0.1046832153 13.6263174484 -0.0395548442 1.5919916532
1559193351.88057 179.333107 -629.743421 -6.283562 0.020321 -0.002160 -0.614898 0.788342 0.0000037163 -0.0000003419 -0.0000090928 0.0000041429 0.0000139756 0.0004155346 160.8968296566 45.7307025179 0.1049849695 13.6524857894 -0.0394690637 1.5946157809
1559193351.98052 179.499888 -630.440477 -6.304065 0.021420 -0.003882 -0.616973 0.786683 0.0000036924 -0.0000003548 -0.0000085424 0.0000042488 0.0000154891 0.0004154855 161.2523675826 45.8223846684 0.1053168722 13.6763988603 -0.0394373849 1.5974035898
1559193352.08036 179.658144 -631.178860 -6.284062 0.023008 -0.006050 -0.619490 0.784644 0.0000036650 -0.0000003749 -0.0000079649 0.0000043896 0.0000175892 0.0004153764 161.6069892291 45.9134994469 0.1058207215 13.6984503196 -0.0394479751 1.5962793449
1559193352.18050 179.812402 -631.855328 -6.280361 0.022869 -0.008100 -0.622541 0.782211 0.0000036208 -0.0000003363 -0.0000067014 0.0000044711 0.0000184986 0.0004153808 161.9833227324 46.0071043200 0.1059098871 13.7221556942 -0.0394221154 1.5993030733
1559193352.28029 179.959483 -632.520927 -6.290892 0.021369 -0.009141 -0.625839 0.779606 0.0000035825 -0.0000002682 -0.0000053177 0.0000044353 0.0000180691 0.0004154988 162.3260286381 46.0947952983 0.1059597762 13.7453595313 -0.0395078867 1.6020466140
1559193352.38046 180.152996 -633.184278 -6.367121 0.018528 -0.005253 -0.628597 0.777493 0.0000035948 -0.0000002371 -0.0000063498 0.0000041041 0.0000142237 0.0004157954 162.6698813311 46.1818458192 0.1068393925 13.7675186813 -0.0385703439 1.5973139179
1559193352.48054 180.312859 -633.831762 -6.431475 0.019030 -0.001926 -0.631394 0.775226 0.0000036783 -0.0000002851 -0.0000088199 0.0000039962 0.0000127881 0.0004158309 163.0121015691 46.2778736206 0.1069209054 13.7950609626 -0.0383517020 1.5967241834
1559193352.58075 180.473745 -634.473883 -6.554054 0.024210 -0.002665 -0.634194 0.772790 0.0000037781 -0.0000004499 -0.0000110810 0.0000042351 0.0000164681 0.0004154887 163.3461206379 46.3609170879 0.1070176192 13.8150985988 -0.0380854228 1.5942522984
1559193352.68050 180.583584 -635.113526 -6.727036 0.026146 -0.004012 -0.637746 0.769792 0.0000037895 -0.0000005154 -0.0000113761 0.0000043742 0.0000184067 0.0004153159 163.6696373669 46.4457323666 0.1075790175 13.8366724624 -0.0376520891 1.5882799237
1559193352.78061 180.698799 -635.779655 -6.859653 0.021367 -0.004968 -0.641949 0.766434 0.0000036357 -0.0000003245 -0.0000082825 0.0000041490 0.0000157811 0.0004157002 163.9921366314 46.5234022547 0.1075665160 13.8540852920 -0.0374952968 1.5879424794
1559193352.88067 180.888161 -636.539674 -6.807043 0.013774 -0.005898 -0.645876 0.763295 0.0000035038 -0.0000001123 -0.0000037854 0.0000038550 0.0000113852 0.0004161403 164.3309392533 46.6010913072 0.1076484502 13.8695109682 -0.0372226418 1.5886488905
1559193352.98062 181.000501 -637.208220 -6.842368 0.008517 -0.007976 -0.649873 0.759953 0.0000034675 0.0000000006 0.0000003593 0.0000037425 0.0000091881 0.0004163239 164.7247046298 46.7015807308 0.1076211438 13.8943594674 -0.0373276019 1.5900203991
1559193353.08080 181.078193 -637.826333 -7.031117 0.007944 -0.009945 -0.654063 0.756333 0.0000034671 0.0000000443 0.0000019415 0.0000037651 0.0000099502 0.0004163106 165.0746347850 46.7747291920 0.1070036697 13.9071075229 -0.0372647985 1.5875126800
1559193353.18074 181.169397 -638.488503 -6.961307 0.011482 -0.010915 -0.659025 0.751954 0.0000034578 0.0000000099 0.0000003471 0.0000039133 0.0000126392 0.0004162029 165.3976989491 46.8372568479 0.1068374293 13.9168699727 -0.0374840317 1.5883947752
1559193353.28065 181.241618 -639.144343 -7.063145 0.013949 -0.008919 -0.664153 0.747413 0.0000034661 -0.0000000705 -0.0000022051 0.0000039444 0.0000131300 0.0004161977 165.7411691117 46.9085330629 0.1064470676 13.9299078396 -0.0372278046 1.5892877987
1559193353.38064 181.344020 -639.756602 -7.066404 0.016148 -0.008066 -0.669547 0.742550 0.0000034898 -0.0000001378 -0.0000040487 0.0000039871 0.0000139310 0.0004161460 166.0794108752 46.9731466078 0.1066142152 13.9387619493 -0.0365729403 1.5884762846
1559193353.48052 181.419872 -640.413847 -6.996677 0.017388 -0.008833 -0.675146 0.737426 0.0000034886 -0.0000001643 -0.0000044572 0.0000040448 0.0000150594 0.0004160838 166.3940775002 47.0408509297 0.1059107912 13.9511720808 -0.0368970556 1.5843585668
1559193353.58044 181.513898 -640.927839 -6.853623 0.012122 -0.007798 -0.680775 0.732351 0.0000034512 -0.0000000654 -0.0000022559 0.0000037878 0.0000112986 0.0004163914 166.7314273306 47.1084828663 0.1058045300 13.9623766754 -0.0369626533 1.5824535387
1559193353.68065 181.592364 -641.254446 -6.576797 0.006493 -0.008128 -0.686952 0.726628 0.0000034225 0.0000000171 0.0000009937 0.0000035744 0.0000081388 0.0004165641 166.9970734140 47.1681488685 0.1050064203 13.9719470795 -0.0384510146 1.5647798901
1559193353.78065 181.620729 -641.572896 -6.803993 0.003170 -0.008090 -0.693858 0.720059 0.0000034200 0.0000000623 0.0000030859 0.0000034464 0.0000063063 0.0004166297 167.1660589648 47.2076098071 0.1054423233 13.9774447316 -0.0379050089 1.5434789573
1559193353.88079 181.667602 -641.957281 -6.910797 0.004130 -0.008336 -0.701039 0.713062 0.0000034008 0.0000000677 0.0000025299 0.0000034475 0.0000069913 0.0004166280 167.3323231491 47.2313898604 0.1074486370 13.9734025822 -0.0369464363 1.5347125459
1559193353.98068 181.742844 -642.421531 -7.041080 0.008188 -0.008377 -0.708846 0.705266 0.0000033720 0.0000000400 0.0000001695 0.0000035126 0.0000093423 0.0004165662 167.5313501183 47.2654952359 0.1092022342 13.9727274686 -0.0336012741 1.5236047732
1559193354.08062 181.818052 -642.794819 -7.168084 0.011079 -0.005445 -0.717842 0.696096 0.0000033169 0.0000000095 -0.0000033390 0.0000034124 0.0000093948 0.0004165296 167.7722033579 47.3182780795 0.1112924973 13.9752557591 -0.0236476577 1.4705084677
1559193354.18073 181.878298 -643.247749 -7.020654 0.009848 -0.001423 -0.727024 0.686540 0.0000033005 0.0000000146 -0.0000051416 0.0000032645 0.0000060717 0.0004166388 167.9627372371 47.3634685446 0.1110358917 13.9796185727 -0.0180425058 1.4542852516
1559193354.28062 181.864052 -643.708467 -6.359697 0.006039 0.000756 -0.736532 0.676375 0.0000032695 0.0000000460 -0.0000043976 0.0000031082 0.0000025156 0.0004167297 168.1921736943 47.4093375688 0.1135533576 13.9795628271 -0.0177348080 1.4277428759
1559193354.38066 181.695608 -644.057291 -6.054805 0.000632 0.001358 -0.746677 0.665186 0.0000032174 0.0000000729 -0.0000013453 0.0000030290 -0.0000007985 0.0004167895 168.4246641617 47.4341856906 0.1149671500 13.9655640846 -0.0208776089 1.4076143681
1559193354.48100 181.466119 -644.414652 -5.984091 -0.005879 0.002708 -0.756767 0.653652 0.0000031952 0.0000000350 0.0000021189 0.0000030021 -0.0000051138 0.0004167166 168.5989328836 47.4098803461 0.1142888414 13.9248292078 -0.0257413037 1.3852867886
1559193354.58090 181.368038 -644.890954 -5.929792 -0.007695 -0.000336 -0.766981 0.641623 0.0000030617 0.0000000833 0.0000049650 0.0000028407 -0.0000040707 0.0004166779 168.7747893328 47.3675256366 0.1036689473 13.8669430279 -0.0180821256 1.3062815708
1559193354.68073 181.221728 -645.381671 -5.765141 -0.007115 -0.003700 -0.777311 0.629065 0.0000030530 0.0000001107 0.0000063161 0.0000027652 -0.0000016457 0.0004166619 169.0182174067 47.3657402989 0.1016828461 13.8379516428 -0.0186758459 1.2896005053
1559193354.78057 180.945274 -646.030874 -5.650617 -0.004686 -0.006226 -0.788306 0.615234 0.0000029929 0.0000001486 0.0000060019 0.0000026912 0.0000014976 0.0004166459 169.2686958365 47.3532539179 0.0978159678 13.7978181724 -0.0187546639 1.2687525342
1559193354.88053 180.589547 -646.582566 -5.579678 -0.004262 -0.005334 -0.799789 0.600242 0.0000029430 0.0000001619 0.0000054263 0.0000026646 0.0000010684 0.0004166403 169.6027267018 47.3208376063 0.0955313678 13.7403491383 -0.0163582580 1.2521794416
1559193354.98048 180.376801 -647.104935 -5.405607 -0.006599 -0.001221 -0.811299 0.584594 0.0000028982 0.0000001010 0.0000048002 0.0000026187 -0.0000026754 0.0004166181 169.8832878477 47.2632738324 0.0915835811 13.6764063063 -0.0144954669 1.2429684872
1559193355.08059 180.048876 -647.629601 -5.583299 -0.006397 0.000205 -0.822130 0.569264 0.0000028783 0.0000001049 0.0000044532 0.0000025823 -0.0000035038 0.0004166330 170.1491663646 47.2362893862 0.0885178156 13.6346915360 -0.0107936724 1.2323543932
1559193355.18051 179.944564 -648.020192 -5.321864 -0.004337 -0.002856 -0.832458 0.554064 0.0000028525 0.0000001609 0.0000042046 0.0000024718 -0.0000004746 0.0004166943 170.4139333655 47.1778687192 0.0809989658 13.5775099878 -0.0097479899 1.2082703086
1559193355.28056 179.925266 -648.378704 -4.953462 -0.002794 -0.006384 -0.842420 0.538776 0.0000028143 0.0000001895 0.0000045802 0.0000023384 0.0000029411 0.0004166916 170.6075671172 47.1710565127 0.0715008272 13.5530442988 -0.0071032569 1.1758293952
1559193355.68056 179.041987 -650.306348 -4.773053 -0.003196 -0.007794 -0.879912 0.475061 0.0000027175 0.0000002874 0.0000052435 0.0000023115 0.0000041128 0.0004168511 171.4966416462 47.0893844925 0.0592215207 13.4367329570 -0.0111015059 1.1369596528
1559193355.78063 178.762205 -650.754269 -4.736550 -0.000325 -0.008498 -0.888032 0.459703 0.0000026685 0.0000002999 0.0000036699 0.0000023686 0.0000058118 0.0004168965 171.7872454773 47.0758342949 0.0582046647 13.4070797211 -0.0112408220 1.1382192633
1559193355.88072 178.439120 -651.120884 -4.912873 0.002704 -0.010456 -0.895786 0.444355 0.0000026230 0.0000003066 0.0000020742 0.0000024777 0.0000085516 0.0004168751 172.0165625218 47.0286427826 0.0563815116 13.3631688310 -0.0103139136 1.1338321369
1559193356.18055 177.545152 -652.591808 -4.031030 0.002899 -0.011882 -0.917531 0.397476 0.0000024551 0.0000003602 0.0000010712 0.0000023454 0.0000098143 0.0004169800 172.6061349731 46.8505952673 0.0436210040 13.2170360624 -0.0074975446 1.0563459943
1559193356.28068 177.197674 -653.028081 -3.777490 0.002168 -0.012222 -0.923962 0.382284 0.0000024250 0.0000004190 0.0000021636 0.0000022311 0.0000098081 0.0004170234 172.9656593745 46.8247928336 0.0386645546 13.1754292916 -0.0040709113 1.0323839383
1559193356.38075 176.833636 -653.441594 -3.574985 0.001780 -0.012990 -0.930230 0.366743 0.0000023887 0.0000004540 0.0000025702 0.0000021866 0.0000103259 0.0004170461 173.1908039236 46.7596956573 0.0348136760 13.1228771341 -0.0017074632 1.0161887365
1559193356.48075 176.438486 -653.842443 -3.497586 0.001114 -0.013148 -0.936226 0.351150 0.0000023389 0.0000004883 0.0000031777 0.0000020053 0.0000103258 0.0004170875 173.4033075779 46.6887885578 0.0299204267 13.0682160271 -0.0013422992 0.9902686791
1559193356.58051 176.058026 -654.212509 -3.272312 0.000067 -0.013108 -0.941837 0.335816 0.0000021838 0.0000005387 0.0000038811 0.0000018441 0.0000099397 0.0004171402 173.6087057123 46.6089347273 0.0213960936 13.0089863542 -0.0025335630 0.9253619101
1559193356.68047 175.644272 -654.627811 -3.199845 -0.001401 -0.012868 -0.947154 0.320517 0.0000020152 0.0000006064 0.0000048641 0.0000016613 0.0000095609 0.0004171781 173.7990248407 46.5302432233 0.0143668229 12.9513002856 -0.0042672443 0.8512349661
1559193356.78052 175.146719 -654.853894 -3.405393 -0.002178 -0.014678 -0.951962 0.305857 0.0000018786 0.0000006332 0.0000060908 0.0000015424 0.0000110081 0.0004170983 174.0096538900 46.4442004181 0.0085903456 12.8843492624 -0.0037988226 0.8003043221
1559193356.88052 174.720294 -655.183796 -3.527739 -0.003088 -0.016341 -0.956519 0.291196 0.0000018236 0.0000006779 0.0000068201 0.0000015528 0.0000122059 0.0004170541 174.1243912064 46.3235776972 0.0060043778 12.8105222320 -0.0040519545 0.7781719131
1559193356.98049 174.299500 -655.473663 -3.746273 -0.003897 -0.016778 -0.960923 0.276281 0.0000017237 0.0000006720 0.0000073793 0.0000014912 0.0000125326 0.0004170604 174.2964481032 46.2305855615 0.0036101962 12.7474014840 -0.0040303014 0.7453508900
1559193357.08062 173.897320 -655.624422 -3.628279 -0.004390 -0.014903 -0.965183 0.261114 0.0000012982 0.0000004454 0.0000070843 0.0000011731 0.0000109550 0.0004171861 174.4478297281 46.1371348220 -0.0011823821 12.6813608018 -0.0019678717 0.6234664237
1559193357.18061 173.497152 -655.816639 -3.796326 -0.004377 -0.012383 -0.969171 0.246038 0.0000011560 0.0000003724 0.0000062962 0.0000010435 0.0000091632 0.0004173395 174.5220357165 46.0371262686 -0.0017082291 12.6210708796 -0.0015952270 0.5868560524
1559193357.28046 173.118610 -655.989280 -3.976611 -0.003993 -0.010333 -0.972856 0.231147 0.0000010000 0.0000002828 0.0000054867 0.0000009125 0.0000076291 0.0004174532 174.6156481074 45.9407266366 -0.0025612425 12.5597970259 0.0004256796 0.5408554966
1559193357.38055 172.801929 -656.125255 -4.094106 -0.003460 -0.010443 -0.976190 0.216637 0.0000009496 0.0000002660 0.0000049278 0.0000009161 0.0000079043 0.0004174981 174.6960158240 45.8467233229 -0.0039407104 12.5030364627 0.0018926516 0.5309299246
1559193357.48060 172.447891 -656.245465 -4.270026 -0.003458 -0.010878 -0.979331 0.201942 0.0000008533 0.0000002155 0.0000049289 0.0000008642 0.0000083113 0.0004175149 174.7584383244 45.7683411032 -0.0037972916 12.4549133574 0.0059387202 0.4970493941
1559193357.58068 172.038771 -656.309989 -4.281328 -0.003364 -0.011019 -0.982346 0.186716 0.0000007999 0.0000001813 0.0000047051 0.0000008273 0.0000084294 0.0004175545 174.8164472337 45.6798565678 -0.0057580677 12.4023899515 0.0082377244 0.4801687984
1559193357.68062 171.643534 -656.340833 -4.430567 -0.002954 -0.009955 -0.985080 0.171784 0.0000007502 0.0000001484 0.0000040140 0.0000007504 0.0000077709 0.0004176275 174.8424636506 45.5723750640 -0.0062413080 12.3410074420 0.0107506674 0.4617438993
1559193357.78067 171.256397 -656.397890 -4.477477 -0.001217 -0.009054 -0.987561 0.156968 0.0000007173 0.0000001158 0.0000024383 0.0000007238 0.0000072531 0.0004177114 174.8500565689 45.4647018647 -0.0066256707 12.2825994653 0.0117074453 0.4603321712
1559193357.88063 170.868874 -656.446057 -4.676256 0.001658 -0.007565 -0.989838 0.141988 0.0000006601 0.0000000677 -0.0000002433 0.0000006754 0.0000064967 0.0004177832 174.8731311354 45.3619451014 -0.0046485435 12.2246619796 0.0115632908 0.4422065361
1559193357.98063 170.419699 -656.519304 -4.548711 0.004083 -0.004965 -0.991824 0.127449 0.0000006047 -0.0000000027 -0.0000024123 0.0000005534 0.0000042572 0.0004178632 174.8907263355 45.2593684433 -0.0032972478 12.1673536486 0.0147394831 0.4217336609
1559193358.08066 169.953300 -656.551439 -4.588358 0.004901 -0.003054 -0.993581 0.112975 0.0000006049 0.0000000044 -0.0000035890 0.0000005191 0.0000028919 0.0004179094 174.9220005428 45.1412622917 -0.0023749877 12.1022119663 0.0146504660 0.4157928322
1559193358.18065 169.467604 -656.539636 -4.526724 0.004685 -0.003658 -0.995026 0.099439 0.0000005755 0.0000000130 -0.0000034920 0.0000005125 0.0000032501 0.0004179435 174.9269239739 45.0151952863 -0.0011249900 12.0349488939 0.0131793815 0.4028564658
1559193358.28052 168.972827 -656.547327 -4.548578 0.004666 -0.005792 -0.996137 0.087495 0.0000005568 0.0000000039 -0.0000032497 0.0000005281 0.0000050335 0.0004179517 174.9093326020 44.8805535250 -0.0006080497 11.9654077723 0.0129688476 0.3972483270
1559193358.38069 168.507157 -656.569521 -4.615091 0.004055 -0.007367 -0.996949 0.077603 0.0000005350 0.0000000052 -0.0000026657 0.0000005445 0.0000062737 0.0004179656 174.9067578013 44.7455003374 -0.0000324459 11.8950333281 0.0128221055 0.3909685148
1559193358.48063 168.051683 -656.597950 -4.589744 0.003613 -0.007267 -0.997583 0.069009 0.0000005204 0.0000000138 -0.0000024015 0.0000005354 0.0000061441 0.0004180137 174.9167720163 44.6204016008 0.0000735712 11.8295191312 0.0123451132 0.3850336721
1559193358.58074 167.568695 -656.644559 -4.633883 0.003353 -0.006279 -0.998095 0.061287 0.0000005095 0.0000000221 -0.0000022788 0.0000004988 0.0000052877 0.0004180781 174.9291562446 44.4980798450 0.0003339156 11.7658534421 0.0125597423 0.3816810185
1559193358.68071 167.062721 -656.707744 -4.653111 0.002499 -0.005454 -0.998481 0.054767 0.0000004983 0.0000000354 -0.0000016096 0.0000004789 0.0000045604 0.0004181454 174.9487943822 44.3700580158 0.0002901861 11.6992689506 0.0126756493 0.3797239246
1559193358.78083 166.549891 -656.759075 -4.663716 0.000268 -0.006625 -0.998771 0.049124 0.0000004875 0.0000000595 0.0000002772 0.0000004981 0.0000054525 0.0004181732 174.9759723053 44.2365589808 0.0002728068 11.6296929703 0.0128402773 0.3776448478
1559193358.88067 166.050090 -656.771055 -4.417351 -0.001393 -0.007793 -0.998984 0.044359 0.0000004655 0.0000000846 0.0000016156 0.0000005087 0.0000062234 0.0004181800 174.9990280015 44.1005990722 0.0001155939 11.5587812141 0.0111463994 0.3641773239
1559193358.98086 165.534276 -656.823576 -4.386528 -0.001901 -0.008625 -0.999161 0.039990 0.0000004606 0.0000000939 0.0000021343 0.0000005261 0.0000070189 0.0004181885 175.0041080425 43.9647494308 0.0003230639 11.4893479550 0.0115026898 0.3603509574
1559193359.08078 164.971998 -656.857302 -3.966360 -0.001391 -0.008462 -0.999286 0.036805 0.0000004333 0.0000000841 0.0000017170 0.0000004963 0.0000066557 0.0004182328 175.0286742509 43.8283358892 0.0005936038 11.4182471127 0.0111847218 0.3488818286
1559193359.18073 164.470409 -656.881942 -3.697846 0.000005 -0.009047 -0.999393 0.033636 0.0000004013 0.0000000608 0.0000004542 0.0000005072 0.0000073077 0.0004182415 175.0440457390 43.6774838751 0.0003243132 11.3401617441 0.0121466103 0.3363594372
1559193359.28074 163.936835 -656.893514 -3.484563 0.001619 -0.009575 -0.999483 0.030647 0.0000003857 0.0000000365 -0.0000008883 0.0000005187 0.0000078444 0.0004182371 175.0539910694 43.5426705578 0.0003128538 11.2708574672 0.0130548051 0.3268673150
1559193359.38097 163.410533 -656.936642 -3.443028 0.002380 -0.009309 -0.999558 0.028118 0.0000003734 0.0000000313 -0.0000015620 0.0000005002 0.0000077276 0.0004182450 175.0572193117 43.3986427318 0.0006179327 11.1969435281 0.0121711296 0.3164584648
1559193359.48102 162.862319 -656.927040 -3.211695 0.002395 -0.009746 -0.999617 0.025771 0.0000003505 0.0000000308 -0.0000015429 0.0000004954 0.0000079936 0.0004182285 175.0773044717 43.2599452020 0.0007734925 11.1247949993 0.0122512129 0.3055469398
1559193359.58093 162.325264 -656.927486 -3.148160 0.001971 -0.009734 -0.999670 0.023701 0.0000003399 0.0000000380 -0.0000012918 0.0000004975 0.0000080894 0.0004182219 175.0692565378 43.1106865955 0.0008538262 11.0505966154 0.0124188560 0.3004118314
1559193359.68095 161.802984 -656.923072 -3.106977 0.001429 -0.009908 -0.999708 0.021976 0.0000003300 0.0000000465 -0.0000008421 0.0000004992 0.0000082243 0.0004182168 175.0663523644 42.9649965299 0.0008631468 10.9783898455 0.0124412359 0.2963246874
1559193359.78104 161.259339 -656.927392 -3.074677 0.001076 -0.010465 -0.999726 0.020895 0.0000003248 0.0000000525 -0.0000005183 0.0000005153 0.0000086984 0.0004182018 175.0611201922 42.8228951256 0.0011807898 10.9085615840 0.0122990519 0.2936481273
1559193359.88204 160.695769 -656.935582 -3.081099 0.001225 -0.010824 -0.999731 0.020477 0.0000003222 0.0000000495 -0.0000006776 0.0000005272 0.0000090312 0.0004181877 175.0616300101 42.6741913115 0.0013324369 10.8354343474 0.0122362043 0.2914412758
1559193359.98096 160.169292 -656.932230 -2.986993 0.001856 -0.010583 -0.999730 0.020581 0.0000003156 0.0000000377 -0.0000011268 0.0000005045 0.0000087416 0.0004181911 175.0650477687 42.5256943072 0.0013799485 10.7623924181 0.0120498731 0.2880479790
1559193360.08107 159.603992 -656.931908 -2.980939 0.002671 -0.010702 -0.999712 0.021325 0.0000003216 0.0000000217 -0.0000018788 0.0000005120 0.0000089275 0.0004181973 175.0623260479 42.3807552539 0.0015770176 10.6920639728 0.0118993568 0.2875422824
1559193360.18106 159.037115 -656.927205 -2.906640 0.003440 -0.011194 -0.999675 0.022645 0.0000003232 0.0000000060 -0.0000024710 0.0000005256 0.0000093154 0.0004181871 175.0608265132 42.2279979714 0.0016086208 10.6181656656 0.0117428805 0.2851578946
1559193360.28105 158.462190 -656.939041 -2.892713 0.004145 -0.010976 -0.999639 0.024162 0.0000003322 -0.0000000056 -0.0000030729 0.0000005211 0.0000092072 0.0004181999 175.0591241234 42.0745258042 0.0017995745 10.5440996656 0.0116138003 0.2846978876
1559193360.38093 157.871845 -656.943485 -2.876779 0.004233 -0.009654 -0.999610 0.025874 0.0000003317 0.0000000001 -0.0000031976 0.0000004732 0.0000080919 0.0004182639 175.0672894029 41.9207946382 0.0019881405 10.4696312647 0.0112401218 0.2830791768
1559193360.48098 157.277675 -656.958374 -2.867976 0.003858 -0.007751 -0.999583 0.027540 0.0000003203 0.0000000140 -0.0000029024 0.0000004103 0.0000065320 0.0004183247 175.0707453495 41.7618641235 0.0017810619 10.3932271099 0.0111670737 0.2801413430
1559193360.58101 156.640494 -656.974190 -2.847951 0.003476 -0.007119 -0.999544 0.029136 0.0000003102 0.0000000234 -0.0000026112 0.0000003896 0.0000059888 0.0004183454 175.0768696452 41.6021853069 0.0018299085 10.3167011670 0.0110021979 0.2777284213
1559193360.68096 156.013772 -656.977773 -2.773869 0.003314 -0.007652 -0.999478 0.031199 0.0000003042 0.0000000233 -0.0000024421 0.0000003999 0.0000064106 0.0004183404 175.0828693782 41.4310944259 0.0014945207 10.2351573620 0.0109889527 0.2758142727
1559193360.78134 155.357028 -656.978607 -2.721864 0.003616 -0.007815 -0.999401 0.033514 0.0000003068 0.0000000197 -0.0000026367 0.0000004035 0.0000065793 0.0004183416 175.0854050627 41.2615887610 0.0015204531 10.1548899714 0.0108337444 0.2751126750
1559193360.88125 154.726619 -656.989609 -2.677554 0.004002 -0.007089 -0.999321 0.035921 0.0000003124 0.0000000193 -0.0000029858 0.0000003868 0.0000060184 0.0004183619 175.0881128563 41.0858567538 0.0014688496 10.0720608545 0.0107078837 0.2745522081
1559193360.98102 154.102498 -657.030015 -2.671044 0.004571 -0.005664 -0.999234 0.038448 0.0000003212 0.0000000227 -0.0000035083 0.0000003575 0.0000048722 0.0004183828 175.0956963662 40.9172950249 0.0012916427 9.9927544948 0.0106825865 0.2740393378
1559193361.08100 153.497484 -657.062647 -2.638752 0.005311 -0.005384 -0.999114 0.041401 0.0000003325 0.0000000188 -0.0000041115 0.0000003527 0.0000046463 0.0004183780 175.1163123248 40.7514359461 0.0010050608 9.9143258812 0.0106435880 0.2732532986
1559193361.18130 152.882662 -657.105053 -2.620558 0.005617 -0.005451 -0.998997 0.044097 0.0000003366 0.0000000147 -0.0000043657 0.0000003529 0.0000047333 0.0004183644 175.1339978583 40.5905899145 0.0007383229 9.8386500168 0.0106753698 0.2721130562
1559193361.28113 152.309201 -657.160513 -2.532505 0.005587 -0.005323 -0.998873 0.046826 0.0000003298 0.0000000165 -0.0000042640 0.0000003482 0.0000045668 0.0004183597 175.1572069587 40.4294489600 -0.0000331867 9.7627813089 0.0109306175 0.2700937035
1559193361.38111 151.701509 -657.231883 -2.496051 0.004948 -0.005473 -0.998739 0.049658 0.0000003153 0.0000000190 -0.0000037347 0.0000003490 0.0000047260 0.0004183521 175.1867533389 40.2791367933 -0.0004982219 9.6912581726 0.0112363021 0.2684360752
1559193361.48107 151.074076 -657.288344 -2.489090 0.004039 -0.006153 -0.998601 0.052368 0.0000003058 0.0000000246 -0.0000029614 0.0000003638 0.0000052805 0.0004183525 175.2251467077 40.1203594438 -0.0005359205 9.6164176206 0.0112273998 0.2686424998
1559193361.58108 150.441563 -657.373110 -2.484411 0.003484 -0.007660 -0.998455 0.054919 0.0000002966 0.0000000247 -0.0000024260 0.0000003995 0.0000065252 0.0004183522 175.2555956629 39.9550780472 -0.0007670493 9.5390023658 0.0113603667 0.2678263947
1559193361.68207 149.778571 -657.446950 -2.478683 0.003056 -0.007761 -0.998302 0.057653 0.0000002928 0.0000000304 -0.0000020601 0.0000004027 0.0000065932 0.0004183920 175.3041233739 39.7887727908 -0.0010333904 9.4608268298 0.0115077344 0.2674749829
1559193361.78117 149.137353 -657.541481 -2.432254 0.002857 -0.006968 -0.998157 0.060209 0.0000002886 0.0000000349 -0.0000019027 0.0000003806 0.0000059000 0.0004184432 175.3466464807 39.6187305268 -0.0015266305 9.3815077109 0.0118148148 0.2665897555
1559193361.88116 148.445899 -657.617965 -2.477645 0.002603 -0.006529 -0.997994 0.062915 0.0000002850 0.0000000370 -0.0000017681 0.0000003726 0.0000056109 0.0004184901 175.3987898999 39.4504336106 -0.0020756513 9.3029978791 0.0121015969 0.2656915725
1559193361.98123 147.757155 -657.690618 -2.458867 0.001714 -0.006207 -0.997810 0.065836 0.0000002820 0.0000000487 -0.0000009630 0.0000003635 0.0000052373 0.0004185254 175.4395912931 39.2696100686 -0.0022042431 9.2197784143 0.0120505415 0.2657197774
1559193362.08104 147.063335 -657.764701 -2.456387 0.000447 -0.006491 -0.997630 0.068497 0.0000002827 0.0000000631 0.0000001105 0.0000003700 0.0000054131 0.0004185565 175.4793747007 39.0894555830 -0.0023779840 9.1374530203 0.0120159268 0.2659578422
1559193362.18116 146.352506 -657.843843 -2.457016 -0.000770 -0.006203 -0.997447 0.071132 0.0000002843 0.0000000750 0.0000011111 0.0000003632 0.0000051105 0.0004185950 175.5216007905 38.9070826190 -0.0028717280 9.0544203446 0.0120901395 0.2656264226
1559193362.28120 145.654023 -657.922747 -2.410249 -0.001623 -0.005564 -0.997261 0.073729 0.0000002911 0.0000000823 0.0000018468 0.0000003496 0.0000044947 0.0004186445 175.5666704918 38.7209706696 -0.0030356037 8.9701007487 0.0120033431 0.2655891301
